id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Subscribed
6846,45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,182,1,107,2,other,1
6847,32,management,married,secondary,no,375,no,no,cellular,20,aug,135,3,-1,0,unknown,0
6848,54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,unknown,1
6849,56,management,married,tertiary,no,480,yes,no,telephone,2,apr,173,2,-1,0,unknown,0
6850,58,management,married,tertiary,no,2360,no,no,unknown,15,may,177,3,-1,0,unknown,0
6851,37,technician,married,secondary,no,0,yes,no,cellular,22,apr,1288,3,-1,0,unknown,1
6852,28,entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,113,1,-1,0,unknown,0
6853,45,blue-collar,married,primary,no,456,yes,no,cellular,11,may,255,1,-1,0,unknown,0
6854,32,housemaid,married,primary,no,163,no,no,cellular,13,aug,132,2,-1,0,unknown,0
6855,55,management,single,tertiary,no,1097,no,no,telephone,18,aug,199,2,-1,0,unknown,0
6856,27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,unknown,1
6857,40,blue-collar,married,secondary,no,1313,no,no,unknown,14,may,87,1,-1,0,unknown,0
6858,43,unemployed,single,primary,no,264,no,no,cellular,4,feb,224,2,-1,0,unknown,0
6859,47,admin.,married,unknown,no,66,no,no,cellular,7,aug,358,1,-1,0,unknown,1
6860,60,blue-collar,married,primary,no,241,no,yes,unknown,3,jul,100,3,-1,0,unknown,0
6861,23,services,single,secondary,no,665,yes,no,unknown,28,may,1183,1,-1,0,unknown,1
6862,29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,6,-1,0,unknown,1
6863,33,management,married,tertiary,no,1064,yes,no,cellular,13,may,562,1,-1,0,unknown,1
6864,29,management,married,tertiary,no,10576,no,no,unknown,15,may,1224,2,-1,0,unknown,1
6865,54,technician,married,secondary,no,3994,no,yes,cellular,16,apr,299,2,-1,0,unknown,1
6866,42,management,married,unknown,no,587,yes,no,unknown,19,jun,16,9,-1,0,unknown,0
6867,43,blue-collar,single,primary,no,548,yes,no,unknown,7,may,98,1,-1,0,unknown,0
6868,49,blue-collar,married,primary,no,4,yes,yes,cellular,2,feb,161,2,-1,0,unknown,0
6869,30,blue-collar,married,secondary,no,5143,yes,yes,unknown,20,may,236,2,-1,0,unknown,0
6870,57,management,divorced,tertiary,no,429,yes,no,cellular,17,jul,245,1,-1,0,unknown,0
6871,56,retired,married,tertiary,no,5769,no,no,unknown,20,jun,15,3,-1,0,unknown,0
6872,29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,1
6873,42,management,married,tertiary,no,36,no,no,cellular,21,nov,664,3,-1,0,unknown,1
6874,30,technician,single,secondary,no,158,no,no,cellular,6,oct,144,1,-1,0,unknown,1
6875,34,technician,married,secondary,no,96,no,no,cellular,18,aug,113,4,-1,0,unknown,0
6876,36,management,married,tertiary,no,531,yes,no,unknown,17,jun,187,2,-1,0,unknown,0
6877,31,services,married,secondary,no,143,yes,no,cellular,13,may,221,2,-1,0,unknown,0
6878,32,technician,single,tertiary,no,741,yes,no,cellular,11,aug,238,1,-1,0,unknown,0
6879,23,technician,single,secondary,no,283,yes,no,cellular,22,sep,175,1,184,2,success,1
6880,31,technician,single,tertiary,no,1109,no,no,cellular,5,feb,642,1,167,2,failure,1
6881,32,blue-collar,married,primary,no,329,yes,no,cellular,3,feb,321,1,-1,0,unknown,0
6882,37,housemaid,married,secondary,no,12939,yes,yes,cellular,16,jul,39,9,-1,0,unknown,0
6883,25,blue-collar,single,tertiary,no,1395,yes,no,cellular,15,may,268,1,-1,0,unknown,0
6884,42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,347,3,failure,1
6885,51,technician,divorced,secondary,no,550,yes,no,cellular,11,jul,451,1,-1,0,unknown,0
6886,77,retired,married,unknown,no,1807,no,no,telephone,20,oct,373,1,-1,0,unknown,1
6887,29,admin.,married,primary,no,624,yes,no,unknown,12,may,246,1,-1,0,unknown,0
6888,40,blue-collar,married,secondary,no,6767,yes,no,cellular,20,nov,97,2,-1,0,unknown,0
6889,47,services,divorced,secondary,no,164,no,no,unknown,5,may,212,1,-1,0,unknown,0
6890,43,self-employed,married,tertiary,no,10072,no,no,cellular,24,feb,145,1,100,4,failure,0
6891,25,student,single,secondary,no,469,no,no,cellular,24,feb,524,1,187,2,success,0
6892,27,blue-collar,married,primary,no,-443,no,yes,cellular,21,jul,93,4,-1,0,unknown,0
6893,44,self-employed,married,unknown,no,680,yes,no,telephone,30,jul,84,4,-1,0,unknown,0
6894,41,management,divorced,tertiary,no,3426,no,no,cellular,1,oct,302,1,119,5,success,0
6895,28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,1
6896,33,student,single,tertiary,no,71,no,no,cellular,15,jul,94,4,-1,0,unknown,0
6897,39,management,married,tertiary,no,3913,no,no,cellular,18,aug,150,4,-1,0,unknown,0
6898,43,technician,single,unknown,no,11115,no,no,cellular,23,oct,476,1,74,2,success,1
6899,60,retired,divorced,secondary,no,1382,no,no,cellular,30,jul,112,10,-1,0,unknown,0
6900,45,admin.,divorced,unknown,no,998,yes,no,telephone,30,jul,38,2,-1,0,unknown,0
6901,50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other,1
6902,40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,failure,0
6903,50,housemaid,married,secondary,no,195,no,no,cellular,22,aug,168,2,-1,0,unknown,0
6904,45,housemaid,divorced,primary,no,221,no,no,cellular,2,feb,93,1,235,1,failure,0
6905,48,management,married,tertiary,no,2266,no,no,cellular,18,nov,676,1,-1,0,unknown,1
6906,30,unemployed,married,secondary,yes,19,no,no,cellular,19,nov,186,5,-1,0,unknown,0
6907,35,management,married,tertiary,no,925,no,no,cellular,8,jun,200,4,-1,0,unknown,1
6908,36,blue-collar,divorced,secondary,no,-523,yes,yes,cellular,11,may,193,1,333,17,other,0
6909,24,management,single,tertiary,no,0,no,no,cellular,6,oct,526,1,-1,0,unknown,0
6910,40,blue-collar,married,unknown,no,247,yes,no,cellular,18,may,77,3,-1,0,unknown,0
6911,59,services,married,primary,no,64,yes,yes,telephone,12,may,370,2,-1,0,unknown,0
6912,37,technician,married,secondary,no,1580,no,no,cellular,22,aug,92,12,-1,0,unknown,0
6913,33,management,single,secondary,no,8004,no,no,cellular,19,nov,414,3,-1,0,unknown,0
6914,38,technician,single,unknown,no,1923,no,no,cellular,30,jul,331,4,-1,0,unknown,0
6915,41,self-employed,married,secondary,no,3123,yes,no,cellular,3,apr,1203,2,135,2,failure,1
6916,32,management,married,tertiary,no,302,yes,yes,unknown,23,feb,61,1,384,2,failure,1
6917,47,entrepreneur,single,tertiary,no,77,yes,yes,cellular,7,may,308,1,335,3,failure,0
6918,29,blue-collar,single,secondary,no,7531,no,no,cellular,15,may,50,2,-1,0,unknown,0
6919,50,retired,divorced,secondary,no,4861,no,no,unknown,20,jun,61,3,-1,0,unknown,0
6920,42,blue-collar,married,primary,no,636,yes,no,cellular,20,apr,91,2,-1,0,unknown,0
6921,28,blue-collar,married,secondary,no,53,yes,yes,cellular,6,feb,459,1,-1,0,unknown,0
6922,26,management,single,tertiary,no,1027,no,no,cellular,23,sep,744,1,-1,0,unknown,1
6923,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,1
6924,39,management,single,tertiary,no,2258,yes,no,cellular,31,jul,255,2,-1,0,unknown,0
6925,43,technician,married,tertiary,no,1201,yes,yes,cellular,18,nov,82,1,97,3,failure,0
6926,36,admin.,married,secondary,no,1054,yes,no,cellular,25,may,214,1,-1,0,unknown,0
6927,49,retired,married,primary,no,1672,no,no,cellular,17,jul,128,3,-1,0,unknown,0
6928,46,blue-collar,married,secondary,no,756,yes,no,unknown,15,may,401,7,-1,0,unknown,0
6929,45,blue-collar,married,secondary,no,266,yes,no,cellular,12,may,277,1,-1,0,unknown,0
6930,54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,unknown,1
6931,28,technician,single,tertiary,no,386,no,no,cellular,25,may,867,1,-1,0,unknown,1
6932,43,admin.,married,secondary,no,544,yes,no,cellular,7,may,187,1,-1,0,unknown,0
6933,32,technician,divorced,tertiary,no,3628,no,no,cellular,18,aug,130,2,-1,0,unknown,0
6934,32,technician,single,tertiary,no,4071,no,no,cellular,30,jun,319,2,-1,0,unknown,1
6935,46,unemployed,married,secondary,no,1040,no,no,telephone,12,aug,542,1,78,5,failure,0
6936,51,management,married,tertiary,no,10995,yes,no,cellular,19,nov,220,2,-1,0,unknown,0
6937,36,management,married,tertiary,no,860,yes,no,unknown,20,may,294,15,-1,0,unknown,0
6938,40,services,married,secondary,no,87,yes,yes,cellular,31,jul,247,4,-1,0,unknown,0
6939,35,technician,married,secondary,yes,-29,yes,yes,unknown,21,may,208,3,-1,0,unknown,0
6940,31,unemployed,married,secondary,no,6,no,no,cellular,4,jun,121,4,-1,0,unknown,1
6941,49,management,married,tertiary,no,1430,no,no,cellular,18,nov,231,2,-1,0,unknown,0
6942,63,technician,married,secondary,no,896,yes,no,cellular,14,aug,276,2,-1,0,unknown,1
6943,36,technician,married,tertiary,no,183,yes,no,unknown,16,may,360,1,-1,0,unknown,0
6944,37,housemaid,married,primary,no,655,yes,no,cellular,22,aug,160,1,-1,0,unknown,0
6945,53,blue-collar,married,primary,no,655,yes,no,cellular,26,may,103,2,-1,0,unknown,0
6946,48,technician,married,secondary,no,2111,no,no,cellular,20,apr,92,1,-1,0,unknown,0
6947,56,management,married,primary,no,870,no,no,cellular,14,may,220,1,179,1,success,1
6948,31,technician,married,secondary,no,1072,no,no,cellular,19,aug,141,3,-1,0,unknown,0
6949,59,retired,married,primary,no,1425,yes,no,cellular,28,aug,299,3,-1,0,unknown,0
6950,58,retired,divorced,secondary,no,8266,yes,no,cellular,2,feb,98,2,271,1,failure,0
6951,35,management,married,tertiary,no,354,no,yes,cellular,9,feb,117,4,12,2,other,0
6952,48,admin.,married,secondary,no,35,no,no,cellular,27,aug,80,4,-1,0,unknown,0
6953,31,technician,single,tertiary,no,4979,no,yes,cellular,27,aug,33,2,-1,0,unknown,0
6954,55,housemaid,married,primary,no,1870,no,no,unknown,6,jun,152,1,-1,0,unknown,0
6955,59,admin.,single,secondary,no,2166,yes,yes,cellular,7,may,574,1,-1,0,unknown,1
6956,43,management,married,tertiary,no,1059,no,yes,cellular,1,jun,335,2,-1,0,unknown,1
6957,31,management,single,tertiary,no,796,no,yes,cellular,21,nov,150,1,-1,0,unknown,0
6958,71,retired,married,tertiary,no,2887,no,no,cellular,30,jun,128,1,-1,0,unknown,1
6959,50,technician,married,secondary,no,797,yes,no,unknown,6,may,354,1,-1,0,unknown,0
6960,35,technician,single,secondary,no,183,no,no,cellular,24,apr,78,2,-1,0,unknown,0
6961,46,management,divorced,tertiary,no,675,no,yes,unknown,12,jun,190,2,-1,0,unknown,0
6962,41,blue-collar,married,primary,no,2562,yes,no,cellular,20,nov,157,1,189,4,failure,0
6963,47,technician,divorced,secondary,no,236,no,no,cellular,18,aug,263,4,-1,0,unknown,0
6964,31,services,married,primary,no,11,yes,no,cellular,8,may,174,2,-1,0,unknown,0
6965,38,management,divorced,tertiary,no,539,yes,no,cellular,23,jul,161,1,-1,0,unknown,0
6966,55,unknown,married,tertiary,no,3567,no,no,cellular,30,apr,85,1,-1,0,unknown,0
6967,30,services,single,primary,no,0,yes,yes,cellular,19,nov,686,1,-1,0,unknown,1
6968,50,technician,divorced,secondary,no,-556,yes,yes,cellular,22,jul,270,2,-1,0,unknown,0
6969,39,technician,married,secondary,no,22,no,no,cellular,21,aug,76,2,-1,0,unknown,0
6970,33,blue-collar,single,secondary,yes,-60,no,no,unknown,6,may,243,1,-1,0,unknown,0
6971,44,unemployed,married,tertiary,no,17747,yes,no,cellular,5,feb,8,7,-1,0,unknown,0
6972,36,blue-collar,single,secondary,no,3623,no,no,unknown,12,nov,71,1,378,1,success,1
6973,64,retired,married,primary,no,440,no,no,cellular,6,feb,495,1,-1,0,unknown,1
6974,51,admin.,single,secondary,no,1994,no,no,unknown,18,jun,771,2,-1,0,unknown,1
6975,38,services,married,secondary,no,507,yes,no,cellular,17,apr,55,1,344,1,failure,0
6976,33,technician,married,secondary,no,218,yes,yes,telephone,2,mar,169,4,-1,0,unknown,0
6977,41,technician,married,tertiary,no,139,no,no,cellular,18,aug,781,2,-1,0,unknown,0
6978,35,self-employed,married,tertiary,no,333,no,no,unknown,17,jun,78,5,-1,0,unknown,0
6979,33,blue-collar,married,tertiary,no,6138,yes,no,unknown,20,may,369,1,-1,0,unknown,0
6980,33,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238,4,-1,0,unknown,1
6981,74,management,married,tertiary,no,4515,no,no,telephone,17,apr,1161,5,-1,0,unknown,0
6982,35,admin.,married,secondary,no,-244,yes,yes,cellular,6,may,118,1,-1,0,unknown,0
6983,33,admin.,married,secondary,no,482,yes,no,cellular,2,feb,249,1,-1,0,unknown,0
6984,48,technician,single,secondary,no,-92,yes,no,cellular,3,feb,1393,1,-1,0,unknown,1
6985,59,management,divorced,tertiary,yes,0,no,no,cellular,22,may,239,1,-1,0,unknown,0
6986,30,technician,single,secondary,no,133,yes,no,cellular,29,jan,113,2,-1,0,unknown,0
6987,34,services,single,tertiary,no,3119,no,no,cellular,16,oct,306,1,-1,0,unknown,1
6988,32,entrepreneur,single,tertiary,no,1,yes,yes,unknown,16,may,411,2,-1,0,unknown,0
6989,54,self-employed,divorced,primary,no,351,yes,no,unknown,6,jun,642,2,-1,0,unknown,1
6990,53,blue-collar,married,secondary,no,1570,yes,no,unknown,13,may,29,1,-1,0,unknown,0
6991,48,management,divorced,tertiary,no,64,no,yes,cellular,25,jul,263,6,-1,0,unknown,0
6992,48,management,married,tertiary,no,1147,no,no,cellular,3,dec,155,1,120,3,success,1
6993,48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure,1
6994,57,retired,divorced,primary,no,720,no,no,telephone,17,feb,202,4,-1,0,unknown,1
6995,44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,30,apr,381,1,160,2,other,1
6996,32,blue-collar,married,secondary,yes,-1,yes,no,unknown,9,may,653,1,-1,0,unknown,1
6997,56,blue-collar,married,primary,no,420,yes,no,cellular,29,jan,129,1,265,1,failure,0
6998,30,technician,married,tertiary,no,541,yes,no,unknown,26,may,414,2,-1,0,unknown,1
6999,28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure,1
7000,44,blue-collar,married,primary,no,1669,no,no,unknown,19,jun,64,2,-1,0,unknown,0
7001,50,services,married,secondary,no,128,no,no,cellular,19,aug,173,1,-1,0,unknown,0
7002,35,unemployed,married,primary,no,3285,no,no,cellular,21,nov,1555,2,-1,0,unknown,1
7003,40,retired,single,secondary,no,1400,no,no,unknown,20,jun,20,7,-1,0,unknown,0
7004,24,blue-collar,married,secondary,no,685,yes,no,unknown,26,may,896,3,-1,0,unknown,1
7005,46,admin.,divorced,secondary,no,2196,no,no,cellular,28,jul,573,5,-1,0,unknown,1
7006,60,retired,divorced,secondary,no,496,yes,no,cellular,15,may,655,2,-1,0,unknown,1
7007,46,management,divorced,tertiary,no,225,yes,no,cellular,14,may,201,1,345,1,other,0
7008,58,entrepreneur,married,tertiary,no,364,yes,no,cellular,30,jan,168,1,-1,0,unknown,0
7009,31,blue-collar,single,secondary,no,-366,yes,no,cellular,19,nov,313,1,180,1,other,0
7010,59,retired,divorced,tertiary,no,439,no,yes,cellular,8,jul,136,1,-1,0,unknown,0
7011,40,blue-collar,married,unknown,no,0,yes,no,cellular,14,jul,699,3,-1,0,unknown,0
7012,37,entrepreneur,single,secondary,no,654,no,no,unknown,19,may,594,2,-1,0,unknown,0
7013,54,blue-collar,divorced,primary,no,10374,yes,no,cellular,20,nov,283,2,189,2,other,0
7014,53,admin.,divorced,secondary,no,-372,yes,no,unknown,26,may,104,1,-1,0,unknown,0
7015,33,technician,single,tertiary,no,125,no,no,telephone,29,aug,66,2,-1,0,unknown,0
7016,57,retired,married,primary,no,0,yes,no,cellular,6,aug,83,2,-1,0,unknown,0
7017,41,blue-collar,divorced,secondary,no,-90,yes,no,cellular,18,nov,103,6,-1,0,unknown,0
7018,74,retired,married,primary,no,0,no,no,telephone,13,aug,562,2,-1,0,unknown,1
7019,40,blue-collar,married,primary,no,481,yes,no,cellular,20,apr,228,3,347,1,failure,0
7020,49,services,divorced,secondary,no,0,no,no,cellular,28,jul,412,2,-1,0,unknown,1
7021,33,blue-collar,married,secondary,no,245,yes,no,cellular,14,may,437,2,370,8,other,0
7022,31,blue-collar,married,secondary,no,0,no,yes,telephone,15,jul,275,2,-1,0,unknown,0
7023,48,unemployed,married,secondary,no,1811,yes,no,telephone,31,jul,135,3,-1,0,unknown,0
7024,38,management,married,tertiary,yes,540,no,no,cellular,18,nov,205,1,-1,0,unknown,0
7025,37,blue-collar,single,secondary,no,6281,yes,no,cellular,18,may,242,1,-1,0,unknown,0
7026,67,housemaid,divorced,secondary,no,5275,no,no,cellular,13,aug,222,4,-1,0,unknown,1
7027,42,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,1,-1,0,unknown,1
7028,43,admin.,married,secondary,no,132,no,no,cellular,17,mar,220,1,-1,0,unknown,1
7029,43,admin.,married,secondary,no,-465,yes,yes,cellular,23,jul,166,1,-1,0,unknown,0
7030,77,retired,divorced,secondary,no,3417,no,no,cellular,12,nov,134,1,-1,0,unknown,1
7031,44,admin.,divorced,secondary,no,397,yes,yes,cellular,16,feb,127,1,257,1,other,1
7032,49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,may,513,1,-1,0,unknown,1
7033,57,technician,divorced,secondary,no,204,no,no,unknown,6,jun,97,5,-1,0,unknown,0
7034,33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,-1,0,unknown,1
7035,47,entrepreneur,married,secondary,no,136,yes,no,unknown,20,may,132,1,-1,0,unknown,0
7036,37,management,married,tertiary,no,3288,no,no,cellular,8,aug,124,2,-1,0,unknown,0
7037,40,admin.,married,secondary,yes,-444,no,yes,telephone,30,jul,168,8,-1,0,unknown,0
7038,53,blue-collar,married,secondary,no,427,no,yes,cellular,14,aug,360,4,-1,0,unknown,0
7039,50,management,married,tertiary,no,332,yes,no,unknown,2,jun,68,4,-1,0,unknown,0
7040,33,blue-collar,married,secondary,no,640,yes,no,cellular,3,feb,439,3,-1,0,unknown,0
7041,41,technician,divorced,secondary,no,1545,no,yes,cellular,13,aug,183,2,-1,0,unknown,0
7042,41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,882,1,181,3,success,1
7043,55,blue-collar,married,secondary,no,989,yes,yes,unknown,23,may,246,4,-1,0,unknown,0
7044,29,student,single,secondary,no,314,no,no,cellular,30,apr,465,1,-1,0,unknown,1
7045,40,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,733,1,93,1,success,1
7046,31,technician,single,unknown,no,694,yes,no,unknown,6,jun,431,2,-1,0,unknown,0
7047,59,management,married,tertiary,no,0,yes,yes,cellular,20,apr,392,1,-1,0,unknown,1
7048,35,management,married,tertiary,no,4038,yes,yes,unknown,27,may,160,6,-1,0,unknown,0
7049,42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,0
7050,36,management,married,tertiary,no,1257,no,no,cellular,8,feb,108,9,101,1,other,0
7051,53,admin.,married,primary,no,228,yes,no,unknown,16,may,97,1,-1,0,unknown,0
7052,35,admin.,married,secondary,no,2,yes,no,cellular,18,mar,194,1,-1,0,unknown,1
7053,38,management,single,tertiary,no,2346,yes,no,cellular,28,jan,315,1,-1,0,unknown,0
7054,37,admin.,single,secondary,no,597,yes,no,cellular,5,may,126,1,-1,0,unknown,0
7055,33,technician,married,tertiary,no,0,yes,no,cellular,8,may,206,1,-1,0,unknown,0
7056,24,self-employed,single,tertiary,no,2376,no,no,cellular,27,apr,122,1,-1,0,unknown,1
7057,64,retired,married,secondary,no,5966,yes,no,cellular,22,jun,983,1,-1,0,unknown,1
7058,73,retired,married,tertiary,no,448,no,no,cellular,22,jun,68,1,90,1,success,0
7059,30,services,married,secondary,no,2,no,yes,unknown,23,may,50,3,-1,0,unknown,0
7060,37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,1
7061,33,admin.,divorced,secondary,no,-417,no,no,cellular,12,may,337,1,347,5,failure,0
7062,34,technician,married,secondary,no,5266,no,no,cellular,8,aug,140,4,-1,0,unknown,0
7063,38,technician,married,secondary,no,0,yes,no,cellular,4,aug,71,1,-1,0,unknown,0
7064,46,technician,married,secondary,no,1028,yes,no,cellular,2,feb,96,2,208,1,failure,0
7065,51,blue-collar,married,primary,no,97,no,no,cellular,13,aug,286,2,-1,0,unknown,0
7066,38,housemaid,married,secondary,no,634,no,no,unknown,11,jun,105,4,-1,0,unknown,0
7067,60,management,married,tertiary,no,13546,no,no,cellular,17,apr,452,3,-1,0,unknown,1
7068,57,services,married,secondary,no,162,yes,no,unknown,5,may,174,1,-1,0,unknown,0
7069,56,retired,married,primary,no,9367,no,no,cellular,4,may,617,2,-1,0,unknown,1
7070,30,management,single,tertiary,no,12857,yes,no,cellular,6,nov,150,1,-1,0,unknown,1
7071,23,admin.,single,tertiary,no,314,no,yes,cellular,8,apr,142,4,-1,0,unknown,1
7072,34,housemaid,married,tertiary,no,0,no,no,cellular,28,jul,60,5,-1,0,unknown,0
7073,32,technician,single,tertiary,no,948,yes,no,cellular,6,apr,223,2,-1,0,unknown,0
7074,36,management,married,tertiary,no,669,no,no,unknown,9,jun,91,1,-1,0,unknown,0
7075,32,management,single,tertiary,no,1,no,no,cellular,20,aug,108,5,-1,0,unknown,0
7076,40,admin.,divorced,secondary,no,-105,yes,no,unknown,30,may,385,2,-1,0,unknown,0
7077,40,blue-collar,married,secondary,no,395,yes,yes,unknown,23,may,281,1,-1,0,unknown,0
7078,30,admin.,single,secondary,no,81,yes,no,cellular,6,aug,121,6,112,3,other,0
7079,24,student,single,secondary,no,139,no,no,cellular,9,sep,430,4,-1,0,unknown,1
7080,37,management,married,tertiary,no,585,yes,no,cellular,21,apr,47,2,-1,0,unknown,0
7081,24,student,single,secondary,no,1250,no,no,cellular,25,mar,411,2,-1,0,unknown,1
7082,48,services,married,secondary,no,194,yes,yes,unknown,12,may,290,6,-1,0,unknown,0
7083,40,services,married,tertiary,no,35,no,no,cellular,3,jul,318,4,317,3,failure,0
7084,32,admin.,married,secondary,no,1604,no,yes,cellular,7,jul,625,1,-1,0,unknown,1
7085,51,entrepreneur,married,tertiary,no,6659,yes,yes,unknown,15,may,203,1,-1,0,unknown,0
7086,34,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,89,2,106,1,success,1
7087,37,technician,married,secondary,no,511,yes,no,unknown,13,may,232,4,-1,0,unknown,0
7088,47,blue-collar,married,primary,no,124,no,no,cellular,7,aug,76,2,-1,0,unknown,0
7089,49,management,married,tertiary,no,0,no,no,cellular,6,aug,44,2,-1,0,unknown,0
7090,30,technician,single,secondary,no,863,yes,no,unknown,16,may,1193,5,-1,0,unknown,1
7091,23,management,single,tertiary,no,2605,yes,no,unknown,7,may,278,6,-1,0,unknown,0
7092,48,blue-collar,single,secondary,no,580,yes,no,unknown,12,jun,185,2,-1,0,unknown,0
7093,34,technician,single,tertiary,no,228,yes,no,cellular,22,jul,387,4,-1,0,unknown,0
7094,31,admin.,single,secondary,no,296,yes,no,unknown,13,may,161,1,-1,0,unknown,0
7095,52,blue-collar,married,secondary,no,6933,no,no,cellular,19,nov,273,2,-1,0,unknown,0
7096,40,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173,6,353,23,failure,0
7097,47,blue-collar,married,unknown,no,733,yes,no,unknown,7,may,268,1,-1,0,unknown,0
7098,40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown,0
7099,65,management,divorced,tertiary,no,2756,no,no,cellular,23,sep,1353,2,-1,0,unknown,0
7100,37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,jul,140,3,-1,0,unknown,1
7101,26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,unknown,0
7102,29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,1
7103,44,technician,married,secondary,no,5597,no,no,unknown,20,jun,27,3,-1,0,unknown,0
7104,36,admin.,married,secondary,no,75,yes,no,unknown,4,jul,52,4,-1,0,unknown,0
7105,59,management,married,tertiary,no,82,yes,no,cellular,17,apr,324,4,-1,0,unknown,0
7106,65,retired,divorced,secondary,no,744,no,no,cellular,5,jul,182,1,-1,0,unknown,0
7107,48,blue-collar,divorced,secondary,no,1893,no,no,telephone,29,jul,538,3,-1,0,unknown,0
7108,24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,42,4,-1,0,unknown,0
7109,35,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,331,1,75,6,failure,1
7110,56,blue-collar,married,primary,no,862,yes,yes,unknown,7,may,198,2,-1,0,unknown,0
7111,44,technician,married,secondary,no,533,no,no,unknown,5,jun,74,1,-1,0,unknown,0
7112,64,retired,married,tertiary,no,14170,no,no,cellular,24,aug,62,2,-1,0,unknown,0
7113,42,blue-collar,married,secondary,no,2441,yes,no,unknown,30,may,143,1,-1,0,unknown,0
7114,30,admin.,married,secondary,no,518,yes,no,cellular,8,may,127,1,-1,0,unknown,0
7115,40,admin.,single,secondary,no,782,yes,no,cellular,21,dec,94,5,202,17,failure,0
7116,50,services,married,secondary,no,2376,yes,no,cellular,24,sep,395,1,-1,0,unknown,1
7117,33,management,single,tertiary,no,4176,no,no,cellular,26,mar,288,3,-1,0,unknown,1
7118,38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,1
7119,53,admin.,married,secondary,no,3765,no,no,unknown,20,jun,1094,3,-1,0,unknown,1
7120,37,blue-collar,married,primary,no,704,no,no,unknown,18,jun,165,7,-1,0,unknown,0
7121,56,unemployed,divorced,primary,no,438,no,no,unknown,20,jun,139,2,-1,0,unknown,0
7122,29,self-employed,married,tertiary,no,246,no,no,cellular,23,apr,90,14,-1,0,unknown,0
7123,46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,214,5,-1,0,unknown,0
7124,35,management,single,tertiary,no,-289,yes,no,unknown,21,may,490,1,-1,0,unknown,0
7125,46,blue-collar,married,secondary,no,84,yes,no,unknown,15,may,49,1,-1,0,unknown,0
7126,40,services,single,secondary,no,326,yes,no,cellular,18,nov,124,1,175,1,failure,0
7127,44,technician,single,secondary,no,244,yes,no,cellular,12,aug,1735,4,-1,0,unknown,1
7128,52,blue-collar,married,primary,no,128,yes,no,unknown,5,may,229,1,-1,0,unknown,0
7129,31,entrepreneur,married,secondary,no,1539,yes,yes,cellular,20,nov,67,6,177,9,failure,0
7130,53,admin.,married,secondary,no,53,yes,no,cellular,18,may,387,1,-1,0,unknown,1
7131,40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,1461,6,-1,0,unknown,1
7132,48,technician,married,secondary,no,256,yes,no,unknown,29,may,150,4,-1,0,unknown,0
7133,48,management,married,tertiary,no,666,yes,no,cellular,7,jul,317,6,-1,0,unknown,0
7134,47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,1
7135,56,housemaid,married,primary,no,19,no,no,cellular,13,aug,111,2,-1,0,unknown,0
7136,25,blue-collar,married,secondary,no,192,yes,no,unknown,28,may,357,3,-1,0,unknown,0
7137,36,blue-collar,married,primary,no,4143,no,yes,unknown,16,jun,78,5,-1,0,unknown,0
